"lingo";"stakeholder_key";"category_level1";"category_level2";"compoundgroup_name";"sampleobscore_key";"varname";"name";"label";"harmonisationlevel";"relatedinfo";"datatype_key";"samplegroup_key";"vartype_key";"sampleobscore_sort";"unit_key";"unit_name";"preferred_unit_name";"preferred_unit_key";"significantdecimals";"extensions";"formula";"zeroallowed";"min";"max";"p50";"p95";"chebi";"casnumber";"inchikey";"iupac";"refs";"molweight_grampermol";"projectname";"category_sort";"sampleobsbase_key";"sampleobsbase_name";"sampleobsbase_label"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfechs";"pfechs";"Lineair Perfluor-4-ethylcyclohexaansulfonzuur";"PFECHS";"Vito";"parentcompound=Lineair Perfluor-4-ethylcyclohexaansulfonzuur (PFECHS) (casnumber=646-83-3)";"decimal";"water";"measured";10669;"ng/L";"ng/L";"ng/L";"ng/L";;"";"";0;;;;;"";"646-83-3";"";"";"";;"pfasathome";1003;"Linear Perfluoro-4-ethylcyclohexane sulfonic acid";"Lineair Perfluor-4-ethylcyclohexaansulfonzuur";"PFECHS"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfechs";"pfechs";"Lineair Perfluor-4-ethylcyclohexaansulfonzuur";"PFECHS";"Vito";"parentcompound=Lineair Perfluor-4-ethylcyclohexaansulfonzuur (PFECHS) (casnumber=646-83-3)";"decimal";"soil";"measured";10669;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"646-83-3";"";"";"";;"pfasathome";1003;"Linear Perfluoro-4-ethylcyclohexane sulfonic acid";"Lineair Perfluor-4-ethylcyclohexaansulfonzuur";"PFECHS"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfechs";"pfechs";"Lineair Perfluor-4-ethylcyclohexaansulfonzuur";"PFECHS";"Vito";"parentcompound=Lineair Perfluor-4-ethylcyclohexaansulfonzuur (PFECHS) (casnumber=646-83-3)";"decimal";"food";"measured";10669;"µg/kg ww";"µg/kg ng";"µg/kg ng";"µg/kg ww";;"";"";0;;;;;"";"646-83-3";"";"";"";;"pfasathome";1003;"Linear Perfluoro-4-ethylcyclohexane sulfonic acid";"Lineair Perfluor-4-ethylcyclohexaansulfonzuur";"PFECHS"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfechs";"pfechs";"Lineair Perfluor-4-ethylcyclohexaansulfonzuur";"PFECHS";"Vito";"parentcompound=Lineair Perfluor-4-ethylcyclohexaansulfonzuur (PFECHS) (casnumber=646-83-3)";"decimal";"air";"measured";10669;"ng/filter";"ng/filter";"ng/filter";"ng/filter";;"";"";0;;;;;"";"646-83-3";"";"";"";;"pfasathome";1003;"Linear Perfluoro-4-ethylcyclohexane sulfonic acid";"Lineair Perfluor-4-ethylcyclohexaansulfonzuur";"PFECHS"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfeesa";"pfeesa";"Lineair Perfluor 2-ethoxyethaansulfonzuur";"PFEESA";"Vito";"parentcompound=Lineair Perfluor 2-ethoxyethaansulfonzuur (PFEESA) (casnumber=117205-07-9)";"decimal";"food";"measured";10671;"µg/kg ww";"µg/kg ng";"µg/kg ng";"µg/kg ww";;"";"";0;;;;;"";"117205-07-9";"";"";"";;"pfasathome";1003;"Linear Perfluoro 2-ethoxyethane sulfonic acid";"Lineair Perfluor 2-ethoxyethaansulfonzuur";"PFEESA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfesa";"pfesa";"Lineair 2-(6-chloordodecafluorhexyloxy)-1,1,2,2-tetrafluorethaansulfonzuur kaliumzout";"6:2 Cl-PFESA";"HBM4EU";"parentcompound=Lineair 2-(6-chloordodecafluorhexyloxy)-1,1,2,2-tetrafluorethaansulfonzuur kaliumzout (6:2 Cl-PFESA) (casnumber=73606-19-6)";"decimal";"blood";"measured";10672;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;;;"";"73606-19-6";"OWQCHLFKOGVODW-UHFFFAOYSA-M";"";"";;"HBM4EU Existing studies";1003;"Linear 2-(6-Chlorododecafluorohexyloxy)-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt";"Lineair 2-(6-chloordodecafluorhexyloxy)-1,1,2,2-tetrafluorethaansulfonzuur kaliumzout";"6:2 Cl-PFESA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfesa";"pfesa";"Lineair 2-(6-chloordodecafluorhexyloxy)-1,1,2,2-tetrafluorethaansulfonzuur kaliumzout";"6:2 Cl-PFESA";"HBM4EU";"parentcompound=Lineair 2-(6-chloordodecafluorhexyloxy)-1,1,2,2-tetrafluorethaansulfonzuur kaliumzout (6:2 Cl-PFESA) (casnumber=73606-19-6)";"decimal";"placenta tissue";"measured";10672;"ng/g";"ng/g";"ng/g";"ng/g";;"";"";;;;;;"";"73606-19-6";"OWQCHLFKOGVODW-UHFFFAOYSA-M";"";"";;"HBM4EU Existing studies";1003;"Linear 2-(6-Chlorododecafluorohexyloxy)-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt";"Lineair 2-(6-chloordodecafluorhexyloxy)-1,1,2,2-tetrafluorethaansulfonzuur kaliumzout";"6:2 Cl-PFESA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfesa";"pfesa";"Lineair 2-(6-chloordodecafluorhexyloxy)-1,1,2,2-tetrafluorethaansulfonzuur kaliumzout";"6:2 Cl-PFESA";"HBM4EU";"parentcompound=Lineair 2-(6-chloordodecafluorhexyloxy)-1,1,2,2-tetrafluorethaansulfonzuur kaliumzout (6:2 Cl-PFESA) (casnumber=73606-19-6)";"decimal";"cord blood";"measured";10672;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"73606-19-6";"OWQCHLFKOGVODW-UHFFFAOYSA-M";"";"";;"HBM4EU Existing studies";1003;"Linear 2-(6-Chlorododecafluorohexyloxy)-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt";"Lineair 2-(6-chloordodecafluorhexyloxy)-1,1,2,2-tetrafluorethaansulfonzuur kaliumzout";"6:2 Cl-PFESA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"urine";"measured";10635;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.0015;0.00402;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"blood";"measured";10635;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;0.1125;0.10144;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"pfasathome;ZW-pfas-fase1;ZWPFASPhase2";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"blood";"measured";10635;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;0.1125;0.10144;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"cord blood";"measured";10635;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;0.08875;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"placenta tissue";"measured";10635;"ng/g";"ng/g";"ng/g";"ng/g";;"";"";;;;;;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"air";"measured";10635;"ng/filter";"ng/filter";"ng/filter";"ng/filter";;"";"";0;;;;;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"pfasathome";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"breast milk";"measured";10635;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"water";"measured";10635;"ng/L";"ng/L";"ng/L";"ng/L";;"";"";0;;;;;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"pfasathome;ZWPFASPhase2";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"air";"measured";10635;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"ZWPFASPhase2";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"soil";"measured";10635;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"pfasathome;ZWPFASPhase2";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhpa";"pfhpa";"Lineair Perfluoro-n-heptaanzuur";"PFHpA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaanzuur (PFHpA) (casnumber=375-85-9)";"decimal";"food";"measured";10635;"µg/kg ww";"µg/kg ng";"µg/kg ng";"µg/kg ww";;"";"";0;;;;;"";"375-85-9";"LAIUFBWHERIJIH-UHFFFAOYSA-N;ZWBAMYVPMDSJGQ-UHFFFAOYSA-N";"";"";;"pfasathome;ZWPFASPhase2";1003;"Linear Perfluoroheptanoic acid";"Lineair Perfluoro-n-heptaanzuur";"PFHpA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhps";"pfhps";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaansulfonzuur (PFHpS) (casnumber=375-92-8)";"decimal";"urine";"measured";10636;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;;;"";"375-92-8";"OYGQVDSRYXATEL-UHFFFAOYSA-N";"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid";"";450.12;"HBM4EU Existing studies";1003;"Linear Perfluoroheptane sulfonic acid";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhps";"pfhps";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaansulfonzuur (PFHpS) (casnumber=375-92-8)";"decimal";"placenta tissue";"measured";10636;"ng/g";"ng/g";"ng/g";"ng/g";;"";"";;;;;;"";"375-92-8";"OYGQVDSRYXATEL-UHFFFAOYSA-N";"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid";"";450.12;"HBM4EU Existing studies";1003;"Linear Perfluoroheptane sulfonic acid";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhps";"pfhps";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaansulfonzuur (PFHpS) (casnumber=375-92-8)";"decimal";"cord blood";"measured";10636;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"375-92-8";"OYGQVDSRYXATEL-UHFFFAOYSA-N";"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid";"";450.12;"HBM4EU Existing studies";1003;"Linear Perfluoroheptane sulfonic acid";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhps";"pfhps";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaansulfonzuur (PFHpS) (casnumber=375-92-8)";"decimal";"blood";"measured";10636;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;0.0675;0.112985;"";"375-92-8";"OYGQVDSRYXATEL-UHFFFAOYSA-N";"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid";"";450.12;"pfasathome;ZW-pfas-fase1;ZWPFASPhase2";1003;"Linear Perfluoroheptane sulfonic acid";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhps";"pfhps";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaansulfonzuur (PFHpS) (casnumber=375-92-8)";"decimal";"blood";"measured";10636;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;0.0675;0.112985;"";"375-92-8";"OYGQVDSRYXATEL-UHFFFAOYSA-N";"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid";"";450.12;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1003;"Linear Perfluoroheptane sulfonic acid";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhps";"pfhps";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaansulfonzuur (PFHpS) (casnumber=375-92-8)";"decimal";"air";"measured";10636;"ng/filter";"ng/filter";"ng/filter";"ng/filter";;"";"";0;;;;;"";"375-92-8";"OYGQVDSRYXATEL-UHFFFAOYSA-N";"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid";"";450.12;"pfasathome";1003;"Linear Perfluoroheptane sulfonic acid";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhps";"pfhps";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaansulfonzuur (PFHpS) (casnumber=375-92-8)";"decimal";"air";"measured";10636;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"375-92-8";"OYGQVDSRYXATEL-UHFFFAOYSA-N";"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid";"";450.12;"ZWPFASPhase2";1003;"Linear Perfluoroheptane sulfonic acid";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhps";"pfhps";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaansulfonzuur (PFHpS) (casnumber=375-92-8)";"decimal";"water";"measured";10636;"ng/L";"ng/L";"ng/L";"ng/L";;"";"";0;;;;;"";"375-92-8";"OYGQVDSRYXATEL-UHFFFAOYSA-N";"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid";"";450.12;"pfasathome;ZWPFASPhase2";1003;"Linear Perfluoroheptane sulfonic acid";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhps";"pfhps";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaansulfonzuur (PFHpS) (casnumber=375-92-8)";"decimal";"soil";"measured";10636;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"375-92-8";"OYGQVDSRYXATEL-UHFFFAOYSA-N";"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid";"";450.12;"pfasathome;ZWPFASPhase2";1003;"Linear Perfluoroheptane sulfonic acid";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhps";"pfhps";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS";"HBM4EU";"parentcompound=Lineair Perfluoro-n-heptaansulfonzuur (PFHpS) (casnumber=375-92-8)";"decimal";"food";"measured";10636;"µg/kg ww";"µg/kg ng";"µg/kg ng";"µg/kg ww";;"";"";0;;;;;"";"375-92-8";"OYGQVDSRYXATEL-UHFFFAOYSA-N";"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid";"";450.12;"pfasathome;ZWPFASPhase2";1003;"Linear Perfluoroheptane sulfonic acid";"Lineair Perfluoro-n-heptaansulfonzuur";"PFHpS"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhxa";"pfhxa";"Lineair Perfluoro-n-hexaanzuur";"PFHxA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-hexaanzuur (PFHxA) (casnumber=307-24-4)";"decimal";"urine";"measured";10637;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.0044;0.012;"";"307-24-4";"PXUULQAPEKKVAH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Linear Perfluorohexanoic acid";"Lineair Perfluoro-n-hexaanzuur";"PFHxA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhxa";"pfhxa";"Lineair Perfluoro-n-hexaanzuur";"PFHxA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-hexaanzuur (PFHxA) (casnumber=307-24-4)";"decimal";"placenta tissue";"measured";10637;"ng/g";"ng/g";"ng/g";"ng/g";;"";"";;;;;;"";"307-24-4";"PXUULQAPEKKVAH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Linear Perfluorohexanoic acid";"Lineair Perfluoro-n-hexaanzuur";"PFHxA"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhxa";"pfhxa";"Lineair Perfluoro-n-hexaanzuur";"PFHxA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-hexaanzuur (PFHxA) (casnumber=307-24-4)";"decimal";"blood";"measured";10637;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;0.1125;0.12338;"";"307-24-4";"PXUULQAPEKKVAH-UHFFFAOYSA-N";"";"";;"pfasathome;ZW-pfas-fase1;ZWPFASPhase2";1003;"Linear Perfluorohexanoic acid";"Lineair Perfluoro-n-hexaanzuur";"PFHxA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhxa";"pfhxa";"Lineair Perfluoro-n-hexaanzuur";"PFHxA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-hexaanzuur (PFHxA) (casnumber=307-24-4)";"decimal";"blood";"measured";10637;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;0.1125;0.12338;"";"307-24-4";"PXUULQAPEKKVAH-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1003;"Linear Perfluorohexanoic acid";"Lineair Perfluoro-n-hexaanzuur";"PFHxA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhxa";"pfhxa";"Lineair Perfluoro-n-hexaanzuur";"PFHxA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-hexaanzuur (PFHxA) (casnumber=307-24-4)";"decimal";"cord blood";"measured";10637;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"307-24-4";"PXUULQAPEKKVAH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Linear Perfluorohexanoic acid";"Lineair Perfluoro-n-hexaanzuur";"PFHxA"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhxa";"pfhxa";"Lineair Perfluoro-n-hexaanzuur";"PFHxA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-hexaanzuur (PFHxA) (casnumber=307-24-4)";"decimal";"soil";"measured";10637;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"307-24-4";"PXUULQAPEKKVAH-UHFFFAOYSA-N";"";"";;"pfasathome;ZWPFASPhase2";1003;"Linear Perfluorohexanoic acid";"Lineair Perfluoro-n-hexaanzuur";"PFHxA"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhxa";"pfhxa";"Lineair Perfluoro-n-hexaanzuur";"PFHxA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-hexaanzuur (PFHxA) (casnumber=307-24-4)";"decimal";"breast milk";"measured";10637;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"307-24-4";"PXUULQAPEKKVAH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Linear Perfluorohexanoic acid";"Lineair Perfluoro-n-hexaanzuur";"PFHxA"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfhxa";"pfhxa";"Lineair Perfluoro-n-hexaanzuur";"PFHxA";"HBM4EU";"parentcompound=Lineair Perfluoro-n-hexaanzuur (PFHxA) (casnumber=307-24-4)";"decimal";"air";"measured";10637;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"307-24-4";"PXUULQAPEKKVAH-UHFFFAOYSA-N";"";"";;"ZWPFASPhase2";1003;"Linear Perfluorohexanoic acid";"Lineair Perfluoro-n-hexaanzuur";"PFHxA"
