"lingo";"stakeholder_key";"category_level1";"category_level2";"compoundgroup_name";"sampleobscore_key";"varname";"name";"label";"harmonisationlevel";"relatedinfo";"datatype_key";"samplegroup_key";"vartype_key";"sampleobscore_sort";"unit_key";"unit_name";"preferred_unit_name";"preferred_unit_key";"significantdecimals";"extensions";"formula";"zeroallowed";"min";"max";"p50";"p95";"chebi";"casnumber";"inchikey";"iupac";"refs";"molweight_grampermol";"projectname";"category_sort";"category_key"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pftrda";"pftrda";"Lineair Perfluoro-n-tridecaanzuur";"PFTrDA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-tridecaanzuur (PFTrDA) (casnumber=72629-94-8)";"decimal";"food";"measured";10646;"µg/kg ww";"µg/kg ng";"µg/kg ng";"µg/kg ww";;"";"";0;;;;;"";"72629-94-8";"";"";"";;"pfasathome;ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pftrda";"pftrda";"Lineair Perfluoro-n-tridecaanzuur";"PFTrDA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-tridecaanzuur (PFTrDA) (casnumber=72629-94-8)";"decimal";"soil";"measured";10646;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"72629-94-8";"";"";"";;"pfasathome;ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pftrda";"pftrda";"Lineair Perfluoro-n-tridecaanzuur";"PFTrDA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-tridecaanzuur (PFTrDA) (casnumber=72629-94-8)";"decimal";"air";"measured";10646;"ng/filter";"ng/filter";"ng/filter";"ng/filter";;"";"";0;;;;;"";"72629-94-8";"";"";"";;"pfasathome";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pftrda";"pftrda";"Lineair Perfluoro-n-tridecaanzuur";"PFTrDA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-tridecaanzuur (PFTrDA) (casnumber=72629-94-8)";"decimal";"placenta tissue";"measured";10646;"ng/g";"ng/g";"ng/g";"ng/g";;"";"";;;;;;"";"72629-94-8";"";"";"";;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pftrda";"pftrda";"Lineair Perfluoro-n-tridecaanzuur";"PFTrDA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-tridecaanzuur (PFTrDA) (casnumber=72629-94-8)";"decimal";"cord blood";"measured";10646;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"72629-94-8";"";"";"";;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pftrda";"pftrda";"Lineair Perfluoro-n-tridecaanzuur";"PFTrDA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-tridecaanzuur (PFTrDA) (casnumber=72629-94-8)";"decimal";"air";"measured";10646;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"72629-94-8";"";"";"";;"ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pftrda";"pftrda";"Lineair Perfluoro-n-tridecaanzuur";"PFTrDA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-tridecaanzuur (PFTrDA) (casnumber=72629-94-8)";"decimal";"blood";"measured";10646;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;;0.04293;"";"72629-94-8";"";"";"";;"ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pftrda";"pftrda";"Lineair Perfluoro-n-tridecaanzuur";"PFTrDA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-tridecaanzuur (PFTrDA) (casnumber=72629-94-8)";"decimal";"blood";"measured";10646;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;;0.04293;"";"72629-94-8";"";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pftrds";"pftrds";"Lineair Perfluoro-n-tridecaansulfonzuur";"PFTrDS";"Vito";"parentcompound(s) = Lineair Perfluoro-n-tridecaansulfonzuur (PFTrDS) (casnumber=791563-89-8)";"decimal";"blood";"measured";10668;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;;;"";"791563-89-8";"";"";"";;"ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"air";"measured";10647;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"food";"measured";10647;"µg/kg ww";"µg/kg ng";"µg/kg ng";"µg/kg ww";;"";"";0;;;;;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"pfasathome;ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"air";"measured";10647;"ng/filter";"ng/filter";"ng/filter";"ng/filter";;"";"";0;;;;;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"pfasathome";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"water";"measured";10647;"ng/L";"ng/L";"ng/L";"ng/L";;"";"";0;;;;;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"pfasathome;ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"cord blood";"measured";10647;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;0.0997;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"blood";"measured";10647;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;0.09593;0.21227;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"pfasathome;ZW-pfas-fase1;ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"blood";"measured";10647;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;0.09593;0.21227;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"urine";"measured";10647;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;;;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"placenta tissue";"measured";10647;"ng/g";"ng/g";"ng/g";"ng/g";;"";"";;;;;;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"soil";"measured";10647;"µg/kg dm";"µg/kg ds";"µg/kg ds";"µg/kg dm";;"";"";0;;;;;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"pfasathome;ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"Parc";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunda";"pfunda";"Lineair Perfluoro-n-undecaanzuur";"PFUnA";"HBM4EU";"parentcompound(s) = Lineair Perfluoro-n-undecaanzuur (PFUnA) (casnumber=2058-94-8)";"decimal";"breast milk";"measured";10647;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;0.01;"";"2058-94-8";"SIDINRCMMRKXGQ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"Exposure marker";"Per-/poly-fluorinated compounds (PFASs)";"Per-/poly-fluorinated compounds (PFASs)";"pfunds";"pfunds";"Lineair Perfluoro-n-undecaansulfonzuur";"PFUnDS";"Vito";"parentcompound(s) = Lineair Perfluoro-n-undecaansulfonzuur (PFUnDS) (casnumber=749786-16-1)";"decimal";"blood";"measured";10667;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";0;;;;;"";"749786-16-1";"";"";"";;"ZWPFASPhase2";1003;"Per-/poly-fluorinated compounds (PFASs)"
"nl";"FHBM";"General property";"Property of soil";"";"ph";"ph";"PH in 1M KCl";;"Vito";;"decimal";"soil";"measured";1133;"-";"";"";"-";;"";"";1;;;;;"";"";"";"";"";;"ZWPFASPhase2";4000;"Property of soil"
"nl";"Parc";"Exposure marker";"Glycol ethers";"Glycol ethers";"phaa";"phaa";"2-fenoxyazijnzuur";;"Parc";"parentcompound(s) = 2-fenoxyethanol (casnumber=122-99-6)";"decimal";"urine";"measured";16717;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"122-59-8";"LCPDWSOZIOUXRV-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/Phenoxyacetic-acid";;"Parc Mixtures project";3003;"Glycol ethers"
"nl";"Parc";"Exposure marker";"Parabens";"Parabens";"phba";"phba";"P-hydroxybenzoëzuur";"HBA";"Parc";;"decimal";"urine";"measured";2159;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;819.5;2097.5;"";"";"FJKROLUGYXJWQN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1017;"Parabens"
"nl";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"phediol";"phediol";"9,10-fenantreendiol";;"HBM4EU";"parentcompound(s) = Fenantreen (casnumber=85-01-8)";"decimal";"urine";"measured";11241;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.56;2.069;"";"";"";"";"";;"HBM4EU Existing studies";1006;"Polycyclic Aromatic Hydrocarbons (PAHs)"
"nl";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"phetetrol";"phetetrol";"Fenantreen-1,2,3,4-tetrol";;"HBM4EU";"parentcompound(s) = Fenantreen (casnumber=85-01-8)";"decimal";"urine";"measured";11242;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;1.08;2.846;"";"";"";"";"";;"HBM4EU Existing studies";1006;"Polycyclic Aromatic Hydrocarbons (PAHs)"
"nl";"Parc";"Exposure marker";"Parabens";"Parabens";"ppb";"ppb";"Propylparabeen";;"Parc";;"decimal";"urine";"measured";2155;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.65;85;"";"94-13-3";"QELSKZZBTMNZEB-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1017;"Parabens"
"nl";"Parc";"Exposure marker";"Persistent Organic Pollutants (POPs)";"Pesticides";"ppdde";"ppdde";"Dichlorodiphenyldichloroethyleen";"p,p'-DDE";"Parc";"parentcompound(s) = Dichloordifenyltrichloorethaan (p,p'-DDT) (casnumber=50-29-3)";"decimal";"cord blood";"measured";15063;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.156333333333333;0.636333333333333;"";"72-55-9";"UCNVFOCBFJOQAL-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1014;"Persistent Organic Pollutants (POPs)"
"nl";"Parc";"Exposure marker";"Pesticides";"Pesticides";"ppdde";"ppdde";"Dichlorodiphenyldichloroethyleen";"p,p'-DDE";"Parc";"parentcompound(s) = Dichloordifenyltrichloorethaan (p,p'-DDT) (casnumber=50-29-3)";"decimal";"cord blood";"measured";15063;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.156333333333333;0.636333333333333;"";"72-55-9";"UCNVFOCBFJOQAL-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1008;"Pesticides"
"nl";"Parc";"Exposure marker";"Pesticides";"Pesticides";"ppdde";"ppdde";"Dichlorodiphenyldichloroethyleen";"p,p'-DDE";"Parc";"parentcompound(s) = Dichloordifenyltrichloorethaan (p,p'-DDT) (casnumber=50-29-3)";"decimal";"blood";"measured";15063;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.6626;3.3866;"";"72-55-9";"UCNVFOCBFJOQAL-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1008;"Pesticides"
"nl";"Parc";"Exposure marker";"Persistent Organic Pollutants (POPs)";"Pesticides";"ppdde";"ppdde";"Dichlorodiphenyldichloroethyleen";"p,p'-DDE";"Parc";"parentcompound(s) = Dichloordifenyltrichloorethaan (p,p'-DDT) (casnumber=50-29-3)";"decimal";"blood";"measured";15063;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.6626;3.3866;"";"72-55-9";"UCNVFOCBFJOQAL-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1014;"Persistent Organic Pollutants (POPs)"
"nl";"Parc";"Exposure marker";"Pesticides";"Pesticides";"ppddt";"ppddt";"Dichloordifenyltrichloorethaan";"p,p'-DDT";"Parc";"parentcompound(s) = Dichloordifenyltrichloorethaan (p,p'-DDT) (casnumber=50-29-3)";"decimal";"cord blood";"measured";15064;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;0.021;"";"50-29-3";"YVGGHNCTFXOJCH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1008;"Pesticides"
"nl";"Parc";"Exposure marker";"Persistent Organic Pollutants (POPs)";"Pesticides";"ppddt";"ppddt";"Dichloordifenyltrichloorethaan";"p,p'-DDT";"Parc";"parentcompound(s) = Dichloordifenyltrichloorethaan (p,p'-DDT) (casnumber=50-29-3)";"decimal";"cord blood";"measured";15064;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;0.021;"";"50-29-3";"YVGGHNCTFXOJCH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1014;"Persistent Organic Pollutants (POPs)"
"nl";"Parc";"Exposure marker";"Persistent Organic Pollutants (POPs)";"Pesticides";"ppddt";"ppddt";"Dichloordifenyltrichloorethaan";"p,p'-DDT";"Parc";"parentcompound(s) = Dichloordifenyltrichloorethaan (p,p'-DDT) (casnumber=50-29-3)";"decimal";"blood";"measured";15064;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.0281666666666667;0.125333333333333;"";"50-29-3";"YVGGHNCTFXOJCH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1014;"Persistent Organic Pollutants (POPs)"
"nl";"Parc";"Exposure marker";"Pesticides";"Pesticides";"ppddt";"ppddt";"Dichloordifenyltrichloorethaan";"p,p'-DDT";"Parc";"parentcompound(s) = Dichloordifenyltrichloorethaan (p,p'-DDT) (casnumber=50-29-3)";"decimal";"blood";"measured";15064;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.0281666666666667;0.125333333333333;"";"50-29-3";"YVGGHNCTFXOJCH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1008;"Pesticides"
"nl";"FHBM";"Effect marker";"Steroid/Sex hormones";"";"proges";"proges";"Progesteron";;"HBM4EU";;"decimal";"blood";"measured";227;"ng/mL";"ng/mL";"ng/mL";"ng/mL";;"";"";0;;;;;"";"";"";"";"";;"ZWPFASPhase2";2009;"Steroid/Sex hormones"
"nl";"Parc";"Exposure marker";"Pesticides (carbamate)";"Pesticides (carbamate)";"propoxur";"propoxur";"Propoxur";;"Parc";;"decimal";"urine";"measured";12560;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;1.7;"";"114-26-1";"ISRUGXGCCGIOQO-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/Propoxur";;"Parc Mixtures project";1009.5;"Pesticides (carbamate)"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"pt";"pt";"Platina";"Pt";"Parc";;"decimal";"urine";"measured";11529;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.00485090760827044;0.00920771602656221;"";"7440-06-4";"";"";"https://en.wikipedia.org/wiki/Platinum";;"Parc Mixtures project";1013;"Metals"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"pt";"pt";"Platina";"Pt";"Parc";;"decimal";"blood";"measured";11529;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;0.00234900109341501;"";"7440-06-4";"";"";"https://en.wikipedia.org/wiki/Platinum";;"Parc Mixtures project";1013;"Metals"
"nl";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"pyr";"pyr";"Pyreen";"PAK_PYR";"HBM4EU";"parentcompound(s) = Pyreen (PAK_PYR) (casnumber=129-00-0)";"decimal";"urine";"measured";11258;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;6e-04;8e-04;"";"129-00-0";"BBEAQIROQSPTKN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1006;"Polycyclic Aromatic Hydrocarbons (PAHs)"
"nl";"FHBM";"Effect marker";"Blood and blood composition";"";"rdw_perc";"rdw_perc";"Percentage Relatieve distributiewijdte (mate van variatie in het volume (MCV) van de rode bloedcellen)";"% RDW";"Vito";;"decimal";"blood";"measured";1120;"%";"%";"%";"%";;"";"";0;;;;;"";"";"";"";"";;"ZWPFASPhase2";2007;"Blood and blood composition"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"sb";"sb";"Antimoon";"Antimoon";"Parc";;"decimal";"cord blood";"measured";11519;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"7440-36-0";"WATWJIUSRGPENY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1013;"Metals"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"sb";"sb";"Antimoon";"Antimoon";"Parc";;"decimal";"urine";"measured";11519;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.0678239393939394;0.225766439393939;"";"7440-36-0";"WATWJIUSRGPENY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1013;"Metals"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"sb";"sb";"Antimoon";"Antimoon";"Parc";;"decimal";"blood";"measured";11519;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;3.87127482365263;5.00564942850549;"";"7440-36-0";"WATWJIUSRGPENY-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1013;"Metals"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"sdp";"sdp";"Syn-dechlorane plus";;"HBM4EU";"parentcompound(s) = Syn-dechlorane plus (casnumber=135821-03-3)";"decimal";"urine";"measured";10706;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"135821-03-3";"";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"nl";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"sdp";"sdp";"Syn-dechlorane plus";;"HBM4EU";"parentcompound(s) = Syn-dechlorane plus (casnumber=135821-03-3)";"decimal";"blood";"measured";10706;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.005425;0.0290133333333333;"";"135821-03-3";"";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"se";"se";"Selenium";;"Parc";;"decimal";"urine";"measured";11520;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;59;130;"";"7782-49-2";"SPVXKVOXSXTJOY-UHFFFAOYSA-N;BUGBHKTXTAQXES-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1013;"Metals"
"nl";"Parc";"Exposure marker";"Metals";"Metals";"se";"se";"Selenium";;"Parc";;"decimal";"blood";"measured";11520;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;188;232;"";"7782-49-2";"SPVXKVOXSXTJOY-UHFFFAOYSA-N;BUGBHKTXTAQXES-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1013;"Metals"
"nl";"Parc";"Exposure marker";"Volatile anaesthetics";"Volatile anaesthetics";"sevoflurane";"sevoflurane";"1,1,1,3,3,3-hexafluor-2-(fluormethoxy)propaan";;"Parc";"parentcompound(s) = 1,1,1,3,3,3-hexafluor-2-(fluormethoxy)propaan (casnumber=28523-86-6)";"decimal";"urine";"measured";17002;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.61;17.89;"";"28523-86-6";"DFEYYRMXOJXZRJ-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1023;"Volatile anaesthetics"
"nl";"FHBM";"General property";"Property of urine";"";"sg";"sg";"Soortelijk gewicht";"SG";"HBM4EU";;"decimal";"urine";"measured";1601;"-";"";"";"-";;"log";"";0;1;1.05;;;"";"";"";"";"";;"ZWPFASPhase2";4002;"Property of urine"
"nl";"Parc";"General property";"Property of urine";"";"sg";"sg";"Soortelijk gewicht";"SG";"HBM4EU";;"decimal";"urine";"measured";1601;"-";"";"";"-";;"log";"";0;1;1.05;;;"";"";"";"";"";;"HBM4EU Aligned studies";4002;"Property of urine"
"nl";"FHBM";"Effect marker";"Steroid/Sex hormones";"";"shbg";"shbg";"Sekshormoon bindend globuline";"SHBG";"HBM4EU";;"decimal";"blood";"measured";2004;"nmol/L";"nmol/L";"nmol/L";"nmol/L";;"";"";0;;;40.15;103.22;"";"";"";"";"";;"ZWPFASPhase2";2009;"Steroid/Sex hormones"
"nl";"Parc";"Effect marker";"Steroid/Sex hormones";"";"shbg";"shbg";"Sekshormoon bindend globuline";"SHBG";"HBM4EU";;"decimal";"blood";"measured";2004;"nmol/L";"nmol/L";"nmol/L";"nmol/L";;"";"";0;;;40.15;103.22;"";"";"";"";"";;"HBM4EU Aligned studies";2009;"Steroid/Sex hormones"
"nl";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"shphe";"shphe";"1-hydroxyfenantreen + 2-hydroxyphenanthrene + 3-hydroxyfenantreen + 4-hydroxyphenanthrene + 9-hydroxyfenantreen";"";"HBM4EU";;"decimal";"urine";"formula";110202;"µg/L";"µg/L";"µg/L";"µg/L";;"mol;crt;sg";"onehphe [µg/L] + twohphe [µg/L] + threehphe [µg/L] + fourhphe [µg/L] + ninehphe [µg/L]";0;;;0.2929325;1.56054625;;;;;;;"HBM4EU Aligned studies";1006;"Polycyclic Aromatic Hydrocarbons (PAHs)"
"nl";"Parc";"Exposure marker";"Herbicides";"Herbicides";"simz";"simz";"Simazine";;"Parc";"parentcompound(s) = Simazine (casnumber=122-34-9)";"decimal";"urine";"measured";19018;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"122-34-9";"ODCWYMIRDDJXKW-UHFFFAOYSA-N";"";"https://en.wikipedia.org/wiki/Simazine";;"Parc Mixtures project";3001;"Herbicides"
